wordnet,wikipedia,source
conjunctiva.n.01,conjunctiva,BABELNET
conjunctivitis.n.01,conjunctivitis,BABELNET
conjuring.n.01,Conjuration,FERNANDO
conk.n.01,Conk,FERNANDO
connection.n.03,connector_(mathematics),BABELNET
conning_tower.n.01,Conning_tower,FERNANDO
conquistador.n.01,conquistador,BABELNET
conscience.n.01,Moral_sense_theory,BABELNET
conscientiousness.n.02,conscientiousness,BABELNET
consecration.n.01,consecration,BABELNET
consensus.n.01,Consensus_decision-making,BABELNET
consequence.n.01,outcome_(game_theory),BABELNET
conservancy.n.01,protected_area,BABELNET
conservation.n.01,Conservation,BING
conservatism.n.01,conservatism,BABELNET
conservative.n.01,Conservatism,BING
conservatory.n.03,conservatory_(greenhouse),BABELNET
conserve.n.01,fruit_preserves,BABELNET
consistency.n.01,Body,FERNANDO
console_table.n.01,Console_table,BING
consolidation.n.02,consolidation_(business),BABELNET
consonant.n.01,consonant,BABELNET
consortium.n.01,consortium,BABELNET
conspiracy.n.01,conspiracy_(criminal),BABELNET
constancy.n.01,Stability_theory,BABELNET
constitution.n.04,Constitution,BING
constriction.n.01,Constriction,BING
construction.n.02,grammatical_construction,BABELNET
construction_worker.n.01,construction_worker,BABELNET
consulate.n.01,Diplomatic_mission,BING
consultation.n.01,Doctor's_visit,BABELNET
consumer.n.01,consumer,BABELNET
consumerism.n.01,consumerism,BABELNET
contact.n.09,contact_lens,BABELNET
container.n.01,container,BABELNET
container_ship.n.01,container_ship,BABELNET
containment.n.01,containment,BABELNET
contemplation.n.02,Contemplation_(short_story_collection),BABELNET
contempt.n.01,contempt,BABELNET
contentment.n.01,contentment,BABELNET
contest.n.01,competition,BABELNET
context.n.01,context_(language_use),BABELNET
continent.n.01,continent,BABELNET
continuity.n.03,Continuity,BING
contortionist.n.01,Contortion,BING
contraceptive.n.01,Birth_control,BING
contract.n.02,Contract,BING
contraction.n.01,muscle_contraction,BABELNET
contractor.n.02,General_contractor,BING
contradiction.n.02,contradiction,BABELNET
contralto.n.02,Contralto,FERNANDO
contribution.n.01,Contribution,BING
contrivance.n.03,"Kings_Contrivance,_Columbia,_Maryland",BING
control_panel.n.01,control_panel_(engineering),BABELNET
control_room.n.01,control_room,BABELNET
control_tower.n.01,air_traffic_control,BABELNET
controversy.n.01,controversy,BABELNET
conurbation.n.01,urban_sprawl,BABELNET
convenience_store.n.01,convenience_store,BABELNET
convent.n.01,convent,BABELNET
convention.n.02,Convention_(meeting),BING
conventionality.n.03,Conventionalism,BING
conversation.n.01,conversation,BABELNET
converse.n.01,converse_(logic),BABELNET
conversion.n.01,Conversion_(law),BING
convert.n.01,Religious_conversion,BABELNET
convertible.n.03,sofa_bed,BABELNET
convertible_bond.n.01,convertible_bond,BABELNET
conveyer_belt.n.01,Conveyor_system,BABELNET
convict.n.01,yardbird,BABELNET
conviction.n.02,sentence_(law),BABELNET
convocation.n.02,Convocation,FERNANDO
convoy.n.01,Convoy,FERNANDO
coo.n.01,Chief_operating_officer,BING
cook.n.01,cook_(profession),BABELNET
cookbook.n.01,cookbook,BABELNET
cookie.n.01,cookie,BABELNET
cookie_cutter.n.01,cookie_cutter,BABELNET
cookie_jar.n.01,cookie_jar,BABELNET
cooking.n.01,cooking,BABELNET
cooking_oil.n.01,cooking_oil,BABELNET
cooking_utensil.n.01,Cookware_and_bakeware,BABELNET
cooler.n.01,cooler,BABELNET
cooling_system.n.01,Internal_combustion_engine_cooling,BABELNET
cooling_tower.n.01,cooling_tower,BABELNET
cooper's_hawk.n.01,Cooper's_hawk,BABELNET
cooperation.n.01,cooperation,BABELNET
cooperative.n.01,cooperative,BABELNET
coordinate.n.01,Geographic_coordinate_system,BING
coordinate_axis.n.01,Coordinate_system,BING
coordinate_system.n.01,frame_of_reference,BABELNET
coordinating_conjunction.n.01,Conjunction_(grammar),BING
coordination.n.01,Coordination,BING
coot.n.01,coot,BABELNET
copepod.n.01,copepod,BABELNET
copilot.n.01,first_officer_(aeronautics),BABELNET
coping_saw.n.01,coping_saw,BABELNET
copper_sulfate.n.01,Copper(II)_sulfate,BING
copperhead.n.01,copperhead_(climbing),BABELNET
copperplate.n.03,Copperplate,FERNANDO
coppersmith.n.01,coppersmith,BABELNET
copy_editor.n.01,Copy_editing,BABELNET
copycat.n.01,Copycat_crime,BING
copyist.n.01,scrivener,BABELNET
copyright.n.01,copyright,BABELNET
coquette.n.01,Croquet,BING
coral.n.02,precious_coral,BABELNET
coral.n.04,coral,BABELNET
coral_reef.n.01,coral_reef,BABELNET
coral_snake.n.02,coral_snake,BABELNET
corbel.n.01,corbel,BABELNET
corchorus.n.01,Corchorus,FERNANDO
cord.n.03,Cord_(unit),BING
cordage.n.01,Cordage,BING
cordierite.n.01,cordierite,BABELNET
cordoba.n.01,Nicaraguan_córdoba,BABELNET
cordon.n.01,Cordon,BING
cords.n.01,Corduroy,BING
corgi.n.01,Cardigan_Welsh_Corgi,BABELNET
coriander.n.01,coriander,BABELNET
cork_tree.n.01,Phellodendron_amurense,BABELNET
corkscrew.n.01,corkscrew,BABELNET
cormorant.n.01,cormorant,BABELNET
corn.n.01,maize,BABELNET
corn_borer.n.02,European_Corn_Borer,BING
corn_earworm.n.01,Helicoverpa_zea,BABELNET
corn_flake.n.01,corn_flakes,BABELNET
corn_snake.n.01,corn_snake,BABELNET
corn_syrup.n.01,corn_syrup,BABELNET
cornbread.n.01,cornbread,BABELNET
corncob.n.01,corncob,BABELNET
cornea.n.01,cornea,BABELNET
corner.n.03,Triple_Frontier,BING
cornet.n.01,trumpet,BABELNET
cornice.n.01,pelmet,BABELNET
corolla.n.01,Toyota_Corolla,BING
corona_discharge.n.01,St._Elmo's_fire,BABELNET
coronal_suture.n.01,coronal_suture,BABELNET
coronary_artery.n.01,Coronary_circulation,BABELNET
coronary_bypass.n.01,Coronary_artery_bypass_surgery,BABELNET
coronary_occlusion.n.01,coronary_occlusion,BABELNET
coronary_sinus.n.01,coronary_sinus,BABELNET
coronary_thrombosis.n.01,coronary_thrombosis,BABELNET
coronet.n.01,coronet,BABELNET
corps.n.01,corps,BABELNET
corpus_callosum.n.01,corpus_callosum,BABELNET
corpus_luteum.n.01,corpus_luteum,BABELNET
correction.n.04,Corrections,BING
correlate.n.01,Decorrelation,BING
correlation_coefficient.n.01,Correlation_and_dependence,BABELNET
correspondent.n.02,correspondent,BABELNET
corrosion.n.02,corrosion,BABELNET
corruption.n.04,Corruption,BING
corset.n.01,girdle,BABELNET
cortege.n.02,Entourage_(U.S._TV_series),BABELNET
corticosteroid.n.01,corticosteroid,BABELNET
corticosterone.n.01,corticosterone,BABELNET
cortisone.n.01,cortisone,BABELNET
corvette.n.01,corvette,BABELNET
corydalis.n.01,Corydalis,FERNANDO
corynebacterium.n.01,corynebacterium,BABELNET
corynebacterium_diphtheriae.n.01,Corynebacterium_diphtheriae,BABELNET
coryphantha.n.01,coryphantha,BABELNET
cosmic_dust.n.01,cosmic_dust,BABELNET
cosmic_ray.n.01,cosmic_ray,BABELNET
cosmopolitan.n.01,cosmopolitan_(magazine),BABELNET
costal_cartilage.n.01,costal_cartilage,BABELNET
costmary.n.01,Tanacetum_balsamita,BABELNET
costume.n.01,costume,BABELNET
cotinga.n.01,cotinga,BABELNET
cottage_cheese.n.01,farmer_cheese,BABELNET
cotter.n.01,Cotter_(pin),BING
cotton.n.01,cotton,BABELNET
cotton_ball.n.01,Cotton_ball_diet,BING
cotton_candy.n.01,cotton_candy,BABELNET
cougar.n.01,cougar,BABELNET
cough.n.01,cough,BABELNET
cough_drop.n.01,Throat_lozenge,BABELNET
coulomb.n.01,Grading_in_education,BABELNET
council.n.01,council,BABELNET
councilman.n.01,City_council,BING
councilwoman.n.01,Council_of_governments,BING
count.n.02,counting_(music),BABELNET
count_noun.n.01,count_noun,BABELNET
countenance.n.03,physiognomy,BABELNET
counterattack.n.01,Counterattack,BING
countercheck.n.02,double_check,BABELNET
countermarch.n.01,Queen's_Birthday_Parade,BING
counterpart.n.02,Counterpart_(TV_series),BING
counterplot.n.01,Counterplot,BING
counterpunch.n.01,punchcutting,BABELNET
countertop.n.01,Countertop,FERNANDO
countess.n.01,Lola_Montez,BING
country.n.02,States_of_Germany,BABELNET
country_music.n.01,country_music,BABELNET
country_store.n.01,Trading_post,FERNANDO
countryside.n.01,Countryside_High_School,BING
county.n.01,Counties_of_England,BABELNET
county_seat.n.01,county_seat,BABELNET
coup_d'etat.n.01,coup_d'état,BABELNET
coup_de_theatre.n.01,Coup_de_Theatre,BING
couple.n.04,dyad_(sociology),BABELNET
coupling.n.03,mating,BABELNET
coupon.n.01,Coupon,BING
courage.n.01,courage,BABELNET
course.n.01,course_(education),BABELNET
course_of_study.n.01,curriculum,BABELNET
coursing.n.01,coursing,BABELNET
court.n.10,courtyard,BABELNET
courtesy.n.03,courtesy,BABELNET
courthouse.n.01,Courthouse,FERNANDO
couscous.n.01,Couscous,FERNANDO
cousin.n.01,cousin,BABELNET
cove.n.01,Cove,FERNANDO
covenant.n.01,Covenant_(law),BING
cover.n.03,masking_(illustration),BABELNET
coverage.n.03,Deep_sequencing,BING
covered_bridge.n.01,covered_bridge,BABELNET
cow.n.01,Cattle,BING
cow.n.02,Cattle,BING
cow_pen.n.01,Battle_of_Cowpens,BING
cowage.n.02,Mucuna_pruriens,BABELNET
cowboy.n.01,cowman_(profession),BABELNET
cowboy_boot.n.01,cowboy_boot,BABELNET
cowboy_hat.n.01,cowboy_hat,BABELNET
cowgirl.n.01,Cowhand,BING
cowhide.n.01,cowhide,BABELNET
cowpea.n.02,cowpea,BABELNET
coxswain.n.01,coxswain_(rowing),BABELNET
coyote.n.01,coyote,BABELNET
crab-eating_macaque.n.01,crab-eating_macaque,BABELNET
crab.n.01,crab,BABELNET
crab_apple.n.01,Malus,BING
crab_louse.n.01,crab_louse,BABELNET
crabeater_seal.n.01,crabeater_seal,BABELNET
crack.n.09,Crack_cocaine,BING
cracker.n.05,Whipped-cream_charger,BABELNET
crackle.n.01,jounce,BABELNET
crackpot.n.01,crank_(person),BABELNET
craft.n.05,Craft,BING
craftsman.n.03,journeyman,BABELNET
crammer.n.01,Cramer's_rule,BING
crampon.n.02,Crampons,BING
cranberry.n.01,Cranberry,FERNANDO
cranberry_juice.n.01,cranberry_juice,BABELNET
crane.n.04,crane_(machine),BABELNET
crane.n.05,crane_(bird),BABELNET
crane_fly.n.01,crane_fly,BABELNET
cranium.n.01,neurocranium,BABELNET
crap.n.01,shit,BABELNET
crappie.n.01,Crappie,FERNANDO
crash_course.n.01,Crash_Course,FERNANDO
crate.n.02,Crate,FERNANDO
craving.n.01,Taṇhā,BABELNET
crawl.n.03,crawling_(human),BABELNET
crawler.n.02,Web_crawler,BING
crawlspace.n.01,Crawl_space,BING
crayon.n.01,crayon,BABELNET
craze.n.02,Crazing,BING
cream.n.03,cream_(pharmaceutical),BABELNET
cream_cheese.n.01,cream_cheese,BABELNET
creatine.n.01,creatine,BABELNET
creativity.n.01,creativity,BABELNET
creator.n.02,Pdfcreator,BING
creature.n.03,Legendary_creature,BING
credit_card.n.01,credit_card,BABELNET
credit_crunch.n.01,liquidity_crisis,BABELNET
creditor.n.01,creditor,BABELNET
creep.n.01,Creep_(deformation),BING
creole.n.03,Creole_language,BABELNET
creosol.n.01,Creosol,FERNANDO
crevasse.n.01,Crevasse,FERNANDO
crick.n.01,Myofascial_trigger_point,BABELNET
cricket.n.01,cricket_(insect),BABELNET
cricket_frog.n.01,cricket_frog,BABELNET
cricketer.n.01,Toss_(cricket),BING
crime.n.01,crime,BABELNET
crime_rate.n.01,Race_and_crime_in_the_United_States,BING
criminal.n.01,outlaw,BABELNET
criminologist.n.01,Criminologist,FERNANDO
crimson.n.01,crimson,BABELNET
cringle.n.01,grommet,BABELNET
cripple.n.01,cripple,BABELNET
crisis.n.01,crisis,BABELNET
crisphead_lettuce.n.01,Lettuce,BING
crisscross.n.01,CrissCross,FERNANDO
cristobalite.n.01,cristobalite,BABELNET
critic.n.01,Critic,FERNANDO
criticism.n.01,Criticism,FERNANDO
croaker.n.01,Atlantic_croaker,BING
crochet.n.01,crochet,BABELNET
crochet_needle.n.01,crochet_hook,BABELNET
crocodile.n.01,crocodile,BABELNET
crocus.n.01,crocus,BABELNET
crop-dusting.n.01,Aerial_application,BING
crop.n.01,Harvest,FERNANDO
croquet.n.01,croquet,BABELNET
cross_country.n.01,Cross_country_running,BING
cross_section.n.01,cross_section_(geometry),BABELNET
cross_street.n.01,Cross_Street,FERNANDO
crossbar.n.01,Crossbar_switch,BING
crossfire.n.01,Crossfire,FERNANDO
crossing.n.05,railroad_switch,BABELNET
crossword_puzzle.n.01,crossword,BABELNET
crouch.n.01,Crouch,FERNANDO
crouton.n.01,crouton,BABELNET
crow.n.01,crow,BABELNET
crowbar.n.01,crowbar_(tool),BABELNET
crowd.n.02,crowd,BABELNET
crown.n.11,crown_(dentistry),BABELNET
crown_princess.n.01,Crown_prince,BING
crucifix.n.01,rood,BABELNET
crucifixion.n.03,Crucifixion,BING
crudeness.n.01,Cruden_Bay,BING
cruelty.n.02,Cruelty,BING
cruise.n.01,Cruise_Automation,BING
cruise_missile.n.01,cruise_missile,BABELNET
cruise_ship.n.01,cruise_ship,BABELNET
cruiser.n.01,police_car,BABELNET
crush.n.04,Crush_(beverage),BING
crust.n.03,Crust_(geology),BING
crustacean.n.01,crustacean,BABELNET
crutch.n.01,crutch,BABELNET
cry.n.01,Far_Cry,BING
cryolite.n.01,cryolite,BABELNET
cryonics.n.01,cryonics,BABELNET
cryptography.n.02,steganography,BABELNET
cryptomonad.n.01,cryptomonad,BABELNET
cub.n.02,Best_boy,BING
cubbyhole.n.01,Cubby-hole,BING
cube.n.01,cube,BABELNET
cubeb.n.02,Piper_cubeba,BABELNET
cuboid_bone.n.01,Cuboid_bone,FERNANDO
cucumber.n.01,cucumber,BABELNET
cuddle.n.01,Coddle,BING
cue.n.04,cue_stick,BABELNET
cue_ball.n.01,Cue_ball,BING
cufflink.n.01,cufflink,BABELNET
cuisine.n.01,culinary_art,BABELNET
culdoscope.n.01,culdoscope,BABELNET
cultivar.n.01,cultivar,BABELNET
cultivated_land.n.01,tillage,BABELNET
cultivator.n.02,cultivator,BABELNET
culture.n.01,Civilization,FERNANDO
cumin.n.01,cumin,BABELNET
cummerbund.n.01,cummerbund,BABELNET
cumulonimbus.n.01,cumulonimbus_cloud,BABELNET
cunt.n.02,twat,BABELNET
cup.n.02,CUPS,BING
cup_of_tea.n.01,Teacup,BING
cupboard.n.01,cabinet_(room),BABELNET
cupcake.n.01,cupcake,BABELNET
cupid.n.02,Cupid,FERNANDO
cuprite.n.01,cuprite,BABELNET
cupule.n.01,Cupule,BING
cur.n.01,mongrel,BABELNET
curate.n.01,rector_(ecclesiastical),BABELNET
curator.n.01,curator,BABELNET
curb.n.01,curb,BABELNET
curd.n.01,Curd,FERNANDO
curdling.n.01,curdling,BABELNET
curfew.n.01,Curfew,FERNANDO
curio.n.01,Twelfth_Night,BABELNET
curium.n.01,curium,BABELNET
curler.n.01,Curling,BING
curlew_sandpiper.n.01,curlew_sandpiper,BABELNET
curling.n.01,curling,BABELNET
curling_iron.n.01,Hair_iron,BABELNET
currant.n.02,Zante_currant,BABELNET
currentness.n.01,Salary_survey,BING
curry.n.01,curry,BABELNET
curse.n.01,Curse,BING
cursor.n.01,Cursor_(user_interface),BABELNET
curtain.n.01,drapery,BABELNET
curtsy.n.01,curtsey,BABELNET
curvature.n.03,Differential_geometry_of_curves,BABELNET
curve.n.03,curveball,BABELNET
cuscus.n.01,Cuscus,FERNANDO
cushaw.n.01,Cucurbita_argyrosperma,BABELNET
cushing's_syndrome.n.01,Cushing's_syndrome,BABELNET
cusp.n.02,Cusps_of_heart_valves,BING
custard.n.01,custard,BABELNET
custard_apple.n.01,custard_apple,BABELNET
custodian.n.01,Custodian,BING
customer.n.01,customer,BABELNET
customs.n.01,Customs,FERNANDO
cut.n.05,Cut_(transition),BING
cutaneous_anthrax.n.01,Cutaneous_anthrax,BING
cutin.n.01,cutin,BABELNET
cutout.n.01,Cut-out_(espionage),BING
cutter.n.06,cutting_tool_(machining),BABELNET
cutting_implement.n.01,Cutting,BING
cuttlefish.n.01,cuttlefish,BABELNET
cutworm.n.01,cutworm,BABELNET
cyan.n.01,cyan,BABELNET
cyanic_acid.n.01,Cyanuric_acid,BING
cyanobacteria.n.01,cyanobacteria,BABELNET
cyanosis.n.01,cyanosis,BABELNET
cycad.n.01,cycad,BABELNET
cycling.n.01,cycling,BABELNET
cyclist.n.01,Cycling,BING
cyclohexanol.n.01,cyclohexanol,BABELNET
cyclone.n.01,cyclone,BABELNET
cyclopropane.n.01,cyclopropane,BABELNET
cyclops.n.02,cyclops_(genus),BABELNET
cyclothymia.n.01,cyclothymia,BABELNET
cylinder.n.03,cylinder_(engine),BABELNET
cymbal.n.01,cymbal,BABELNET
cynic.n.01,Cynicism_(philosophy),BING
cypress.n.02,cypress,BABELNET
cysteine.n.01,cysteine,BABELNET
cystic_artery.n.01,cystic_artery,BABELNET
cystic_fibrosis.n.01,cystic_fibrosis,BABELNET
cytochrome.n.01,cytochrome,BABELNET
cytochrome_c.n.01,cytochrome_c,BABELNET
cytokinesis.n.01,cytokinesis,BABELNET
cytomegalovirus.n.01,cytomegalovirus,BABELNET
cytoplasm.n.01,cytoplasm,BABELNET
cytosine.n.01,cytosine,BABELNET
cytoskeleton.n.01,cytoskeleton,BABELNET
cytosol.n.01,cytosol,BABELNET
czar.n.01,tsar,BABELNET
da_gamma.n.01,Vasco_da_Gama,BABELNET
dachshund.n.01,dachshund,BABELNET
dad.n.01,papa_(nickname),BABELNET
daffodil.n.01,Narcissus_pseudonarcissus,BABELNET
dagger.n.02,Dagger,BING
daggerboard.n.01,daggerboard,BABELNET
dahlia.n.01,Dahlia_pinnata,BABELNET
dainty.n.01,goody_(dessert),BABELNET
dairy_product.n.01,Dairy_product,FERNANDO
dairymaid.n.01,milkmaid,BABELNET
dais.n.01,Ambon_(liturgy),BABELNET
daisy.n.01,Bellis_perennis,BING
daisy_chain.n.01,Daisy_chain_(electrical_engineering),BING
dale.n.01,dale_(landform),BABELNET
dall_sheep.n.01,Dall_sheep,BABELNET
dalmatian.n.02,Dalmatian_dog,BABELNET
damage.n.03,Damage,BING
damascene.n.02,Damascening,BING
dame.n.02,madam,BABELNET
damnation.n.02,damnation,BABELNET
dampener.n.01,Damper_(flow),BING
damper.n.02,Damper_(flow),BING
damselfly.n.01,damselfly,BABELNET
damson.n.01,damson,BABELNET
dance_music.n.01,Dance_music,BING
dancer.n.01,Ballet_master,BING
dancing.n.01,Terpsichore,FERNANDO
dandelion.n.01,Taraxacum,BING
dandelion_green.n.01,Taraxacum,BING
dandruff.n.01,dandruff,BABELNET
dandy.n.01,fop,BABELNET
danish.n.02,Danish_pastry,BABELNET
daphne.n.01,daphne_(plant),BABELNET
dare.n.01,Drug_Abuse_Resistance_Education,BING
daredevil.n.01,Daredevil_(Marvel_Comics_character),BING
dark_blue.n.01,Shades_of_blue,BABELNET
dark_bread.n.01,whole_wheat_bread,BABELNET
dark_matter.n.01,dark_matter,BABELNET
dark_meat.n.01,Shawarma,BING
darkling_beetle.n.01,Darkling_beetle,BING
darkroom.n.01,darkroom,BABELNET
darling.n.01,Alistair_Darling,BING
darnel.n.01,Lolium_temulentum,BABELNET
dartboard.n.01,Darts,BING
dash.n.01,Dash,BING
data.n.01,data,BABELNET
data_processing.n.01,data_processing,BABELNET
database.n.01,database,BABELNET
date.n.03,Ordinal_date,BING
date_palm.n.01,date_palm,BABELNET
dateline.n.01,International_Date_Line,BABELNET
dating.n.01,Dating,BING
daughter.n.01,daughter,BABELNET
daughter_cell.n.01,Daughter_cell,BING
davenport.n.02,Davenport_(sofa),BING
dawdler.n.01,Pam_Dawber,BING
dawn.n.01,Aurora_(fictional_planet),BABELNET
day.n.01,day,BABELNET
day_off.n.01,Public_holidays_in_the_United_States,BING
day_school.n.01,day_school,BABELNET
day_shift.n.02,Day_Shift,FERNANDO
daze.n.02,Fog,FERNANDO
dazzle.n.01,Dazzle_(fabric),BING
deacon.n.01,Deacon,BING
dead.n.01,Death,BING
dead_person.n.01,Death,BING
deadhead.n.01,Deadhead,FERNANDO
deaf.n.01,Deaf_culture,BING
deaf_person.n.01,Deaf,BING
dealings.n.01,Fair_dealing,BING
dean.n.03,doyen,BABELNET
dearth.n.01,Famine,FERNANDO
death.n.04,Fascination_with_death,BING
death_squad.n.01,death_squad,BABELNET
debater.n.01,Public_debate,BING
debilitation.n.01,Mental_debilitation,BING
debit.n.01,Debits_and_credits,BABELNET
debit_card.n.01,debit_card,BABELNET
debridement.n.01,debridement,BABELNET
debris.n.01,debris,BABELNET
debt.n.01,Debt,FERNANDO
debt_instrument.n.01,Debt,BING
debutante.n.01,debutante,BABELNET
decagon.n.01,decagon,BABELNET
decal.n.01,decalcomania,BABELNET
decalcification.n.01,Bone_decalcification,BABELNET
decameter.n.01,decametre,BABELNET
decapitation.n.01,decapitation,BABELNET
decay.n.05,radioactive_decay,BABELNET
deceiver.n.01,Laccaria_amethystina,BING
deceleration.n.01,Deceleration,BING
decency.n.01,Decency,FERNANDO
decimal_fraction.n.01,decimal,BABELNET
decimal_point.n.01,Decimal_separator,BABELNET
decision.n.01,Decision,BING
decomposition.n.04,putrefaction,BABELNET
decongestant.n.01,decongestant,BABELNET
decoration.n.02,ribbon_(award),BABELNET
decrease.n.04,Decrease_(knitting),BING
decree.n.01,edict,BABELNET
deductible.n.01,Deductible,FERNANDO
deduction.n.04,deductive_reasoning,BABELNET
deep-freeze.n.01,Deep_freezer,BING
deep_freeze.n.01,Deep_Freeze_(software),BING
