wordnet,wikipedia,source
programming.n.02,computer_programming,BABELNET
progress.n.02,Progress_(spacecraft),BING
progressive_rock.n.01,progressive_rock,BABELNET
prohibition.n.02,ban_(law),BABELNET
projectile.n.01,projectile,BABELNET
projectionist.n.01,projectionist,BABELNET
projector.n.01,Projector,BING
prolactin.n.01,prolactin,BABELNET
prolapse.n.01,prolapse,BABELNET
proletarian.n.01,Proletariat,BING
proline.n.01,proline,BABELNET
prologue.n.01,prologue,BABELNET
prolongation.n.01,prolongation,BABELNET
promethazine.n.01,promethazine,BABELNET
promethium.n.01,promethium,BABELNET
promise.n.02,Promise,BING
promontory.n.01,headland,BABELNET
promotion.n.01,promotion_(marketing),BABELNET
prompt.n.01,Dig_(command),BING
prong.n.01,Tiffany_setting,BING
pronoun.n.01,pronoun,BABELNET
proof.n.04,Artist's_proof,BING
propaganda.n.01,propaganda,BABELNET
propane.n.01,propane,BABELNET
propanol.n.01,propanol,BABELNET
propenal.n.01,acrolein,BABELNET
propenonitrile.n.01,acrylonitrile,BABELNET
proper_noun.n.01,proper_noun,BABELNET
property.n.04,dimension_(vector_space),BABELNET
prophase.n.01,Prophase,FERNANDO
prophet.n.01,Job_(biblical_figure),BING
prophylaxis.n.01,preventive_healthcare,BABELNET
propionic_acid.n.01,propionic_acid,BABELNET
proportion.n.05,Proportionality_(mathematics),BING
proscenium.n.01,Proscenium,FERNANDO
prosecutor.n.01,prosecutor,BABELNET
prospector.n.01,Mining_engineering,BING
prostaglandin.n.01,prostaglandin,BABELNET
prostate_cancer.n.01,prostate_cancer,BABELNET
prostate_gland.n.01,prostate,BABELNET
prostatectomy.n.01,prostatectomy,BABELNET
prosthesis.n.01,prosthesis,BABELNET
prostitute.n.01,Prostitution,BING
protactinium.n.01,protactinium,BABELNET
protagonist.n.02,protagonist,BABELNET
protection.n.04,Protection,BING
protective_covering.n.01,Cover_your_ass,BING
protective_garment.n.01,Personal_protective_equipment,BING
protein.n.01,protein,BABELNET
protein_molecule.n.01,Protein,BING
protest.n.02,protest,BABELNET
protest_march.n.01,Protest_march,BING
protocol.n.01,Communication_protocol,BABELNET
proton.n.01,proton,BABELNET
protoplasm.n.01,protoplasm,BABELNET
prototype.n.01,epitome_(data_processing),BABELNET
protozoan.n.01,Protist,BING
protrusion.n.02,Disc_protrusion,BING
proverb.n.01,saw_(saying),BABELNET
providence.n.02,"Providence,_Rhode_Island",BING
provision.n.02,Provision_(accounting),BING
provitamin_a.n.01,carotene,BABELNET
proximity.n.01,propinquity,BABELNET
prune.n.01,prune,BABELNET
pruning.n.01,Pruning,FERNANDO
pruning_saw.n.01,Pruning,BING
pruning_shears.n.01,pruning_shears,BABELNET
psalm.n.02,Psalms,BING
psilocybin.n.01,psilocybin,BABELNET
psittacosis.n.02,Psittacosis,FERNANDO
psoriasis.n.01,psoriasis,BABELNET
psychiatrist.n.01,psychiatrist,BABELNET
psychic.n.01,psychic,BABELNET
psychoanalysis.n.01,psychoanalysis,BABELNET
psycholinguist.n.01,psycholinguist,BABELNET
psychological_warfare.n.01,psychological_warfare,BABELNET
psychologist.n.01,psychologist,BABELNET
psychosis.n.01,psychosis,BABELNET
psychotherapy.n.01,Psychotherapy,BING
puberty.n.01,puberty,BABELNET
pubic_hair.n.01,pubic_hair,BABELNET
public_house.n.01,pub,BABELNET
public_library.n.01,public_library,BABELNET
public_relations_person.n.01,Public_affairs_(military),BING
public_servant.n.01,Public_service,BING
public_speaking.n.01,public_speaking,BABELNET
public_square.n.01,town_square,BABELNET
public_toilet.n.01,public_toilet,BABELNET
public_treasury.n.01,Trésor_public,BING
publisher.n.01,Microsoft_Publisher,BING
puck.n.02,hockey_puck,BABELNET
pudding.n.02,Pudding,FERNANDO
pudding_stone.n.01,conglomerate_(geology),BABELNET
pueblo.n.03,Pueblo,BABELNET
puff.n.07,Puff,BING
puffin.n.01,puffin,BABELNET
pug.n.01,pug,BABELNET
pulley.n.01,block_(sailing),BABELNET
pulmonary_circulation.n.01,pulmonary_circulation,BABELNET
pulmonary_embolism.n.01,pulmonary_embolism,BABELNET
pulmonary_tuberculosis.n.01,Tuberculosis,BING
pulp.n.01,MUSH,FERNANDO
pulsar.n.01,pulsar,BABELNET
pulsation.n.01,pulse_(physics),BABELNET
pumpkin.n.01,pumpkin,BABELNET
pumpkin_pie.n.01,pumpkin_pie,BABELNET
pun.n.01,pun,BABELNET
punch.n.01,punch_(combat),BABELNET
punching_bag.n.02,punching_bag,BABELNET
punctuation.n.02,punctuation,BABELNET
puncture.n.01,Puncture_(film),BING
pungency.n.02,pungency,BABELNET
punishment.n.01,punishment,BABELNET
punk_rock.n.01,punk_rock,BABELNET
pup.n.01,Dhole,BING
pupa.n.01,pupa,BABELNET
puppeteer.n.01,puppeteer,BABELNET
puppy.n.02,Puppy,FERNANDO
puppy_love.n.01,puppy_love,BABELNET
puree.n.01,purée,BABELNET
purgative.n.01,cathartic,BABELNET
purge.n.01,Purge,BING
purine.n.01,purine,BABELNET
purity.n.02,Purity,BING
purl.n.02,Purl_stitch_(knitting),BING
purple.n.01,purple,BABELNET
purple_emperor.n.01,Apatura_iris,BABELNET
purpose.n.01,intention,BABELNET
purpura.n.01,purpura,BABELNET
pursuer.n.01,Purser,BING
pursuit.n.01,chase_(instrumental),BABELNET
pus.n.02,pus,BABELNET
push.n.01,Push–pull_strategy,BING
push_button.n.01,push-button,BABELNET
pusher.n.02,Illegal_drug_trade,BABELNET
put_option.n.02,put_option,BABELNET
putt.n.01,PuTTY,BING
putter.n.02,putter,BABELNET
putty.n.01,putty,BABELNET
puzzle.n.01,Puzzle,BING
pyelonephritis.n.01,pyelonephritis,BABELNET
pygmy_chimpanzee.n.01,bonobo,BABELNET
pygmy_marmoset.n.01,pygmy_marmoset,BABELNET
pyloric_sphincter.n.01,Pylorus,BING
pylorus.n.01,pylorus,BABELNET
pyramid.n.01,pyramid_(geometry),BABELNET
pyridine.n.01,pyridine,BABELNET
pyrimidine.n.01,pyrimidine,BABELNET
pyrite.n.01,pyrite,BABELNET
pyromaniac.n.01,Pyromania,BING
pyrophosphoric_acid.n.01,Pyrophosphoric_acid,FERNANDO
pyrotechnics.n.02,pyrotechnics,BABELNET
pyrrhotite.n.01,pyrrhotite,BABELNET
pyruvic_acid.n.01,pyruvic_acid,BABELNET
python.n.01,Pythonidae,BING
pyxidium.n.01,Pyxidium,BING
q_fever.n.01,Q_fever,FERNANDO
quack.n.01,Quackery,BING
quadrant.n.01,Quadrant_(instrument),BING
quadriplegia.n.01,tetraplegia,BABELNET
quagga.n.01,quagga,BABELNET
quail.n.01,Quail,FERNANDO
quail.n.02,quail,BABELNET
quandong.n.03,Elaeocarpus_angustifolius,BABELNET
quantifier.n.01,quantifier_(logic),BABELNET
quantum_leap.n.01,Quantum_leap,FERNANDO
quantum_mechanics.n.01,quantum_mechanics,BABELNET
quantum_physics.n.01,Quantum_mechanics,BING
quarantine.n.01,Quarantine,FERNANDO
quarrel.n.01,Quarrel,BING
quart.n.03,Quart,BING
quarter_note.n.01,quarter_note,BABELNET
quarterback.n.01,Quarterback,BING
quartering.n.01,quartering_(heraldry),BABELNET
quartz_glass.n.01,lechatelierite,BABELNET
quasar.n.01,quasar,BABELNET
queen_bee.n.01,queen_bee,BABELNET
question.n.01,Query,FERNANDO
questionnaire.n.01,questionnaire,BABELNET
quetzal.n.02,quetzal,BABELNET
queue.n.01,Queue_area,BING
quiche.n.02,quiche,BABELNET
quick.n.01,Nail_(anatomy),BING
quicksand.n.01,Quicksand,FERNANDO
quiescence.n.02,Quiescence,BING
quilt.n.01,quilt,BABELNET
quilting.n.01,Quilting,FERNANDO
quince.n.01,quince,BABELNET
quinine.n.01,quinine,BABELNET
quiz.n.01,quiz,BABELNET
quoits.n.01,quoits,BABELNET
quotation_mark.n.01,quotation_mark,BABELNET
rabbi.n.01,rabbi,BABELNET
rabbit.n.01,rabbit,BABELNET
rabies.n.01,rabies,BABELNET
raccoon.n.02,raccoon,BABELNET
raccoon_dog.n.01,raccoon_dog,BABELNET
racer.n.01,Bob_Anderson_(racing_driver),BING
racetrack.n.01,race_track,BABELNET
racing.n.01,racing,BABELNET
racism.n.02,racism,BABELNET
racist.n.01,Racism,BING
racket.n.02,racket_(crime),BABELNET
racquetball.n.01,Racquetball,FERNANDO
radar.n.01,radar,BABELNET
radial.n.01,radial_tire,BABELNET
radiance.n.02,radiance,BABELNET
radiator.n.01,Radiator,FERNANDO
radiator_cap.n.01,Radiator_cap,BING
radiator_hose.n.01,Hose,BING
radio_receiver.n.01,tuner_(radio),BABELNET
radio_station.n.01,radio_broadcasting,BABELNET
radio_telescope.n.01,radio_telescope,BABELNET
radio_wave.n.01,radio_wave,BABELNET
radiocarbon_dating.n.01,radiocarbon_dating,BABELNET
radiotherapy.n.01,radiation_therapy,BABELNET
radish.n.02,daikon,BABELNET
radome.n.01,radome,BABELNET
radon.n.01,radon,BABELNET
raffinose.n.01,raffinose,BABELNET
rafter.n.01,rafter,BABELNET
rag.n.01,Barmbrack,BING
ragwort.n.01,Jacobaea_vulgaris,BABELNET
railhead.n.01,Railhead,FERNANDO
railing.n.01,Armco_barrier,BING
railroad_ticket.n.01,train_ticket,BABELNET
railroad_track.n.01,Track_(rail_transport),BING
railway.n.01,rail_transport,BABELNET
railway_station.n.01,train_station,BABELNET
rain.n.01,rain,BABELNET
rainbow.n.01,rainbow,BABELNET
rainbow_trout.n.02,rainbow_trout,BABELNET
raincoat.n.01,raincoat,BABELNET
raindrop.n.01,Raindrop,BING
rainstorm.n.01,Rainstorm,BING
rainy_day.n.01,Rainy_Day_Women_♯12_&_35,BING
raise.n.01,Raise_(mining),BING
raisin.n.01,raisin,BABELNET
rake.n.01,Rake_(tool),BING
rally.n.01,Mass_meeting,FERNANDO
rambutan.n.01,rambutan,BABELNET
ramp.n.02,Allium_tricoccum,BABELNET
rampart.n.01,Ringwall,BING
ranch.n.01,ranch,BABELNET
ranch_house.n.01,Ranch-style_house,BABELNET
rancher.n.01,Construction_foreman,BING
random-access_memory.n.01,random-access_memory,BABELNET
randomness.n.02,Randomness,BING
range.n.04,mountain_range,BABELNET
ransom.n.01,Ransom,FERNANDO
rap.n.05,hip_hop_music,BABELNET
rape.n.03,rape,BABELNET
raper.n.01,Offset_(rapper),BING
rapid.n.01,Rapids,BABELNET
rapid_climb.n.01,Rock_climbing,BING
rapid_transit.n.01,rapid_transit,BABELNET
rapier.n.01,rapier,BABELNET
rash.n.01,rash,BABELNET
rasp.n.01,Rasp,FERNANDO
rat.n.01,rat,BABELNET
ratchet.n.01,ratchet_(device),BABELNET
rate.n.02,Rate_(mathematics),BING
rathskeller.n.01,ratskeller,BABELNET
ration.n.01,Rationing_in_the_United_States,BING
rational_number.n.01,rational_number,BABELNET
rationality.n.01,Rationality,FERNANDO
rattan.n.01,rattan,BABELNET
rattle.n.01,Rattlesnake,BING
rattlesnake.n.01,rattlesnake,BABELNET
rave.n.01,Rave_music,BABELNET
raven.n.01,raven,BABELNET
ravine.n.01,ravine,BABELNET
ravioli.n.01,ravioli,BABELNET
raw.n.01,Research_and_Analysis_Wing,BING
raw_meat.n.01,raw_meat,BABELNET
razor.n.01,razor,BABELNET
reach.n.03,"Registration,_Evaluation,_Authorisation_and_Restriction_of_Chemicals",BING
read.n.01,The_Secret_(book),BING
reading.n.03,Reading_(legislature),BING
real_estate_broker.n.01,real_estate_broker,BABELNET
real_number.n.01,real_number,BABELNET
real_property.n.01,real_property,BABELNET
realist.n.01,Realistic_Job_Preview,BING
reality.n.02,reality,BABELNET
realization.n.02,Derealization,BING
ream.n.01,Reamer,BING
reappraisal.n.01,Cognitive_reappraisal,BING
rear_window.n.01,Rear_Window,FERNANDO
reason.n.03,reason,BABELNET
reasoning.n.01,Psychology_of_reasoning,BING
rebate.n.01,rebate_(marketing),BABELNET
recall.n.04,recall_(memory),BABELNET
recapture.n.02,Depreciation_recapture_(United_States),BING
receiver.n.06,Pass_Catcher,FERNANDO
receptacle.n.01,Receptacle,FERNANDO
reception.n.01,Reception,BING
reception_desk.n.01,Receptionist,BING
receptionist.n.01,receptionist,BABELNET
recess.n.02,Recess_(break),BING
recipe.n.01,Recipe,BING
recipient.n.01,Interac_e-Transfer,BING
reclamation.n.01,Reclamation,BING
recliner.n.01,recliner,BABELNET
recognition.n.01,Recognition_(sociology),BING
recoil.n.02,backlash_(engineering),BABELNET
recommendation.n.02,Recommendation_(European_Union),BING
recompense.n.02,Recompense_(film),BING
reconciliation.n.02,Reconciliation_(theology),BING
reconnaissance.n.01,reconnaissance,BABELNET
reconnaissance_in_force.n.01,Reconnaissance,BING
reconnaissance_plane.n.01,Lockheed_Martin_RQ-170_Sentinel,BING
reconnaissance_vehicle.n.01,scout_car,BABELNET
record_player.n.01,phonograph,BABELNET
recording.n.02,Recording_(real_estate),BING
recrudescence.n.01,recrudescence,BABELNET
recruit.n.01,Recruitment,BING
recruiter.n.01,Recruiter,FERNANDO
rectangle.n.01,rectangle,BABELNET
rectum.n.01,rectum,BABELNET
recycling.n.01,recycling,BABELNET
recycling_bin.n.01,recycling_bin,BABELNET
red_currant.n.01,redcurrant,BABELNET
red_deer.n.01,red_deer,BABELNET
red_flag.n.01,Red_flag_(idiom),BABELNET
red_fox.n.01,Celosia_argentea,BABELNET
red_gum.n.03,Eucalyptus_amygdalina,BABELNET
red_light.n.01,Red_Light,FERNANDO
red_line.n.01,Red_line_(phrase),BING
red_wine.n.01,red_wine,BABELNET
red_wolf.n.01,red_wolf,BABELNET
reddish_brown.n.01,sepia_(color),BABELNET
redemption.n.03,Redemption_(theology),BING
redhead.n.01,carrot_Top,BABELNET
redstem_storksbill.n.01,Erodium_cicutarium,BABELNET
reduction.n.02,Reducing,FERNANDO
redundancy.n.02,Redundancy_(engineering),BING
reef.n.01,reef,BABELNET
referral.n.01,Referral_marketing,BING
refill.n.01,Relapse_(Eminem_album),BING
refining.n.01,refining,BABELNET
reflecting_telescope.n.01,reflector_(photography),BABELNET
reflexology.n.01,Reflexology,FERNANDO
reform.n.01,reform,BABELNET
reformer.n.01,Reformer,BING
refrain.n.01,refrain,BABELNET
refrigeration.n.01,refrigeration,BABELNET
refrigerator.n.01,refrigerator,BABELNET
refuge.n.03,asylum_(antiquity),BABELNET
regiment.n.01,regiment,BABELNET
region.n.01,Region,FERNANDO
regional_anatomy.n.01,Quadrant_(anatomy),BING
regional_enteritis.n.01,Crohn's_disease,BABELNET
register.n.01,Register_(air_and_heating),BING
registration.n.01,Aircraft_registration,BING
regression.n.04,Regression_analysis,BING
regular.n.01,Regular_expression,BING
regular_polygon.n.01,regular_polygon,BABELNET
regulation.n.05,Treasury_regulations,BING
reign.n.03,sovereignty,BABELNET
reimbursement.n.01,reimbursement,BABELNET
rein.n.01,rein,BABELNET
reincarnation.n.02,rebirth_(Buddhism),BABELNET
rejection.n.01,social_rejection,BABELNET
rejoinder.n.01,Rejoinder,BING
relapsing_fever.n.01,relapsing_fever,BABELNET
relative.n.02,Biological_specificity,BABELNET
relativity.n.01,theory_of_relativity,BABELNET
relaxin.n.01,relaxin,BABELNET
relay.n.04,relay_race,BABELNET
religion.n.01,Religious_practice,BABELNET
religious_doctrine.n.01,creed,BABELNET
religious_holiday.n.01,Religious_holiday,FERNANDO
religious_leader.n.01,Index_of_religious_honorifics_and_titles,BING
religious_residence.n.01,Cloister,FERNANDO
relish.n.03,flavor,BABELNET
remainder.n.01,Remainder_(law),BING
remark.n.01,Reason_(software),BING
remedy.n.02,cure,BABELNET
remission.n.03,Remission_(medicine),BING
remittance.n.01,remittance,BABELNET
remote_control.n.01,Remote_administration,BABELNET
remount.n.01,Army_Remount_Service,BING
renal_artery.n.01,renal_artery,BABELNET
renal_failure.n.01,kidney_failure,BABELNET
renal_insufficiency.n.01,Renal_failure,BING
renal_vein.n.01,renal_vein,BABELNET
render.n.01,Rendering_(computer_graphics),BING
renin.n.01,renin,BABELNET
rental.n.02,renting,BABELNET
repair.n.01,Home_repair,BING
repairman.n.01,Electrician,BING
repeat.n.01,Repeat_sign,BING
repentance.n.01,penance,BABELNET
replay.n.02,instant_replay,BABELNET
report.n.03,U.S._News_&_World_Report,BING
reporter.n.01,Court_reporter,BING
repose.n.03,tranquillity,BABELNET
reproach.n.01,Self-reproach,BING
reproduction.n.05,reproduction,BABELNET
reproductive_organ.n.01,sex_organ,BABELNET
reproductive_system.n.01,reproductive_system,BABELNET
reptile.n.01,reptile,BABELNET
republican.n.02,Republican_Party_(United_States),BING
repugnance.n.01,Wisdom_of_repugnance,BING
request.n.01,petition,BABELNET
requirement.n.01,CE_marking,BING
requisition.n.02,Requisition,FERNANDO
rerun.n.01,rerun,BABELNET
rescue.n.01,rescue,BABELNET
research_worker.n.01,Researcher,FERNANDO
reserve.n.02,Military_reserve,BING
reservoir.n.02,reservoir,BABELNET
reset.n.01,reset_(computing),BABELNET
reshuffle.n.02,Cabinet_shuffle,BING
resident.n.01,Residency_(medicine),BING
residential_district.n.01,residential_area,BABELNET
resin.n.01,rosin,BABELNET
resistor.n.01,resistor,BABELNET
resoluteness.n.01,Heideggerian_terminology,BING
resort.n.01,resort,BABELNET
resort_area.n.01,Resort,BING
resource.n.03,Resource_acquisition_is_initialization,BING
respiration.n.01,cellular_respiration,BABELNET
respiratory_system.n.01,respiratory_system,BABELNET
respiratory_tract.n.01,respiratory_tract,BABELNET
rest.n.05,Representational_state_transfer,BING
restaurant.n.01,restaurant,BABELNET
restitution.n.03,Restitution,BING
restlessness.n.02,Restless_legs_syndrome,BING
resuscitation.n.01,Resuscitation,BING
retail.n.01,retail,BABELNET
retailer.n.01,Buyer_(fashion),BING
retaliation.n.01,revenge,BABELNET
retem.n.01,Retama_raetam,BING
reticulum.n.03,reticulum_(anatomy),BABELNET
retina.n.01,retina,BABELNET
retiree.n.01,Retirement,BING
retirement.n.03,retreat_(spiritual),BABELNET
retriever.n.01,retriever,BABELNET
retrofit.n.01,Retrofit,FERNANDO
return.n.06,yield_(finance),BABELNET
reunion.n.02,Réunion,BING
reverie.n.01,daydream,BABELNET
reversal.n.04,Reversal_film,BING
reverse.n.03,Reverse_proxy,BING
revetment.n.02,revetment,BABELNET
reviewer.n.01,Review,BING
revoke.n.01,revoke,BABELNET
revolutionist.n.01,revolutionary,BABELNET
revolver.n.01,revolver,BABELNET
revolving_door.n.02,revolving_door,BABELNET
rewrite.n.01,revision_(writing),BABELNET
rhapsody.n.01,rhapsody_(Osborne),BABELNET
rhea.n.02,Darwin's_rhea,BABELNET
rheumatic_fever.n.01,rheumatic_fever,BABELNET
rheumatoid_arthritis.n.01,rheumatoid_arthritis,BABELNET
rhine_wine.n.01,hock_(wine),BABELNET
rhinoceros.n.01,rhinoceros,BABELNET
rhododendron.n.01,rhododendron,BABELNET
rhombus.n.01,rhombus,BABELNET
rhyme.n.01,rhyme,BABELNET
rhythm_and_blues.n.01,rhythm_and_blues,BABELNET
rhythm_method_of_birth_control.n.01,calendar-based_contraceptive_methods,BABELNET
rib.n.02,rib,BABELNET
rib_cage.n.01,rib_cage,BABELNET
ribbon.n.03,typewriter_ribbon,BABELNET
ribose.n.01,ribose,BABELNET
rice.n.01,ricing_(cooking),BABELNET
rich_people.n.01,Rich_People_Problems,BING
rich_person.n.01,Wealth,BING
ricin.n.01,ricin,BABELNET
rickets.n.01,rickets,BABELNET
rickettsia.n.01,rickettsia,BABELNET
ricochet.n.01,Ricochet,BING
riddle.n.01,riddle,BABELNET
ridge.n.06,Ridge,BING
riding.n.01,equitation,BABELNET
riding_mower.n.01,Riding_mower,BING
riff.n.02,Riff,FERNANDO
rifle.n.01,rifle,BABELNET
rift_valley.n.01,rift_valley,BABELNET
rigatoni.n.01,Rigatoni,FERNANDO
rigger.n.02,Rigger_(industry),BING
right_field.n.01,Wright_Field,BING
right_triangle.n.01,right_triangle,BABELNET
rind.n.01,Rhinestone,BING
ring.n.02,annulus_(mathematics),BABELNET
ring_finger.n.01,ring_finger,BABELNET
ringer.n.02,Ringer's_solution,BING
rinse.n.02,Nasal_irrigation,BING
rio_de_janeiro.n.01,Rio_de_Janeiro,BABELNET
rip.n.02,Routing_Information_Protocol,BING
ripening.n.02,Ripening,BING
ripple.n.01,riffle,BABELNET
rise.n.09,Mitsubishi_RISE,BING
riser.n.02,Drilling_Riser,BING
risk.n.02,Risk_difference,BING
ritonavir.n.01,ritonavir,BABELNET
ritual.n.01,Ritual,BING
rival.n.01,The_Rival_Company,BING
river.n.01,river,BABELNET
river_basin.n.01,Structural_basin,BABELNET
river_dolphin.n.01,river_dolphin,BABELNET
rivulet.n.01,Rivulet,BING
road.n.01,road,BABELNET
road_map.n.01,Road_map,BING
roadblock.n.02,roadblock,BABELNET
roads.n.01,Roads,FERNANDO
roadway.n.01,Roadway,BING
roast.n.01,Tudor_food_and_drink,BING
roaster.n.01,Roasting_(metallurgy),BING
robber.n.01,Robbery,BING
robin.n.01,American_robin,BING
robin.n.02,American_robin,BABELNET
rock_'n'_roll.n.01,rock_music,BABELNET
rock_candy.n.01,rock_(confectionery),BABELNET
rock_climbing.n.01,rock_climbing,BABELNET
rock_group.n.01,Rock_Band,FERNANDO
rock_hopper.n.01,crested_penguin,BABELNET
rock_hyrax.n.01,rock_hyrax,BABELNET
rock_star.n.01,Dwayne_Johnson,BING
rocker.n.02,Staff_Sergeant,BING
rocket.n.03,Eruca_sativa,BABELNET
rocket_engineer.n.01,Aerospace_engineering,BING
rocking_chair.n.01,rocking_chair,BABELNET
rocky_mountain_spotted_fever.n.01,Rocky_Mountain_spotted_fever,BABELNET
rodent.n.01,rodent,BABELNET
rodeo.n.01,rodeo,BABELNET
roe.n.01,roe,BABELNET
roentgenogram.n.01,Chest_radiograph,BING
roller.n.07,tumbler_pigeons,BABELNET
roller_coaster.n.02,roller_coaster,BABELNET
roller_skate.n.01,roller_skates,BABELNET
rolling_pin.n.01,rolling_pin,BABELNET
roman_alphabet.n.01,Latin_alphabet,BABELNET
romanticism.n.03,Romanticism,BING
roofer.n.01,roofer,BABELNET
roofing.n.01,Roof,BING
rookery.n.01,rookery,BABELNET
room.n.02,Elbow_Room,FERNANDO
roommate.n.01,roommate,BABELNET
roost.n.01,Mark_Twain_State_Park_Picnic_Shelter_at_Buzzard's_Roost,BING
root.n.03,root_(linguistics),BABELNET
root_canal.n.01,root_canal,BABELNET
root_hair.n.01,root_hair,BABELNET
rope.n.01,rope,BABELNET
rose.n.01,rose,BABELNET
rose_mallow.n.01,Hibiscus_moscheutos,BABELNET
roseate_spoonbill.n.01,Roseate_Spoonbill,FERNANDO
rosebud.n.01,Rosebud,BING
roselle.n.01,roselle_(plant),BABELNET
rosemary.n.01,rosemary,BABELNET
rota.n.02,Rota_(island),BING
rotation.n.03,Rotation,FERNANDO
rotavirus.n.01,Rotavirus,FERNANDO
rotisserie.n.01,rotisserie,BABELNET
rotor.n.01,Rotor_(electric),BING
rotter.n.01,git_(slang),BABELNET
rottweiler.n.01,Rottweiler,BABELNET
rotunda.n.01,rotunda_(architecture),BABELNET
rouge.n.01,Rouge_(cosmetics),BING
rough.n.01,Rough_(facility),BING
roughcast.n.01,roughcast,BABELNET
roulette.n.01,roulette_(curve),BABELNET
round-trip_ticket.n.01,Round_trip,BING
round.n.11,round_(music),BABELNET
router.n.01,Router,FERNANDO
row_house.n.01,townhouse,BABELNET
rowing.n.01,rowing_(sport),BABELNET
royal_flush.n.01,Royal_Flush_(rapper),BING
royalty.n.02,royal_family,BABELNET
rubber.n.01,natural_rubber,BABELNET
rubber_band.n.01,rubber_band,BABELNET
rubber_eraser.n.01,Eraser,BING
ruck.n.01,Ruck,BING
rudder.n.01,Rudder,FERNANDO
rudiment.n.01,ABC_(programming_language),BABELNET
rug.n.01,Fitted_carpet,BABELNET
rugby.n.01,rugby_football,BABELNET
rugby_ball.n.01,rugby_ball,BABELNET
ruler.n.01,potentate,BABELNET
rumble.n.01,rumble_(noise),BABELNET
rumen.n.01,rumen,BABELNET
ruminant.n.01,ruminant,BABELNET
rummy.n.02,rummy,BABELNET
rumor.n.01,rumor,BABELNET
rumpus_room.n.01,Recreation_room,BING
run.n.05,Run_(baseball),BING
rung.n.01,Rung,BING
running_back.n.01,running_back,BABELNET
runt.n.01,Runts,BING
rupture.n.02,Rupture,BING
russian_roulette.n.01,Russian_roulette,BABELNET
rust.n.03,rust,BABELNET
rustication.n.01,Rustication_(architecture),BING
rustle.n.01,Bustle,BING
rutabaga.n.02,Rutabaga,FERNANDO
rutherfordium.n.01,rutherfordium,BABELNET
rye.n.03,rye_whiskey,BABELNET
sabotage.n.01,sabotage,BABELNET
saboteur.n.01,Sabotage,BING
saccharin.n.01,saccharin,BABELNET
sachet.n.01,sachet,BABELNET
sack.n.01,Plastic_shopping_bag,BABELNET
sacral_vertebra.n.01,Sacrum,BING
sacrum.n.01,sacrum,BABELNET
saddle_horse.n.01,equestrianism,BABELNET
saddleback.n.01,Saddleback_(bird),BING
sadist.n.01,Sadistic_personality_disorder,BING
sadness.n.02,Sadness,BING
safe_house.n.01,safe_house,BABELNET
safety_blitz.n.01,blitz_(movement),BABELNET
safety_glass.n.01,safety_glass,BABELNET
safety_pin.n.01,safety_pin,BABELNET
safety_valve.n.01,safety_valve,BABELNET
saffron.n.01,saffron,BABELNET
sage.n.03,salvia,BABELNET
sail.n.01,sail,BABELNET
sailboat.n.01,sailboat,BABELNET
sailfish.n.01,Sailfish,FERNANDO
sailing_master.n.01,master_(naval),BABELNET
sailing_vessel.n.01,sailing_ship,BABELNET
sailor.n.01,sailor,BABELNET
saint.n.02,Patron_saint,BING
saint_bernard.n.01,St._Bernard_(dog),BABELNET
sake.n.02,sake,BABELNET
salad.n.01,salad,BABELNET
salad_plate.n.01,Bread_and_butter_plate,BING
salamander.n.01,salamander,BABELNET
sale.n.03,Estate_sale,BING
sales_talk.n.01,sales_presentation,BABELNET
salesclerk.n.01,Salesclerk,BING
salesgirl.n.01,The_Women_(1939_film),BING
salesman.n.01,Salesperson,BING
salesperson.n.01,sales,BABELNET
saline_solution.n.01,saline_(medicine),BABELNET
saliva.n.01,saliva,BABELNET
salivary_gland.n.01,salivary_gland,BABELNET
salmon.n.01,salmon,BABELNET
salmonella.n.01,salmonella,BABELNET
salon.n.02,Beauty_salon,FERNANDO
salsa.n.01,salsa_(sauce),BABELNET
salsify.n.02,Tragopogon_porrifolius,BABELNET
salt.n.02,salt,BABELNET
salt_marsh.n.01,salt_marsh,BABELNET
saltshaker.n.01,Saltshaker,BING
salute.n.01,Salute,FERNANDO
salvage.n.01,Salvage,BING
samara.n.01,samara_(fruit),BABELNET
samosa.n.01,samosa,BABELNET
sample_distribution.n.01,sampling_(statistics),BABELNET
samurai.n.01,samurai,BABELNET
sanatorium.n.01,sanatorium,BABELNET
sanction.n.01,imprimatur,BABELNET
sand_dollar.n.01,sand_dollar,BABELNET
sand_lizard.n.01,sand_lizard,BABELNET
sandalwood_tree.n.01,Santalum_album,BABELNET
sandbag.n.01,sandbag,BABELNET
sandbox.n.02,sandpit,BABELNET
sandman.n.01,sandman,BABELNET
sandwich.n.01,sandwich,BABELNET
santiago_de_los_caballeros.n.01,Santiago_de_los_Caballeros,BABELNET
sapodilla.n.01,Manilkara_zapota,BABELNET
sarcasm.n.01,satire,BABELNET
sarcoidosis.n.01,sarcoidosis,BABELNET
sard.n.01,Carnelian,BING
sarin.n.01,sarin,BABELNET
sarong.n.01,sarong,BABELNET
saskatoon.n.02,Culture_of_Saskatchewan,BING
sass.n.01,Sass_(stylesheet_language),BING
sassafras.n.01,Sassafras_albidum,BABELNET
satchel.n.01,satchel,BABELNET
satellite.n.01,orbiter_(simulator),BABELNET
satellite_receiver.n.01,Satellite_television,BING
